ID,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1874,8,Zigzag Drive,Damian,Singh,49,Head,Single,Male,Community pharmacist,None,Christian
1875,9,Zigzag Drive,Mathew,West,83,Head,Married,Male,Retired Television/film/video producer,None,Methodist
1876,9,Zigzag Drive,Georgina,West,79,Wife,Married,Female,Retired Sports coach,None,Methodist
1877,10,Zigzag Drive,Georgia,Baker,67,Head,Widowed,Female,Network engineer,None,Christian
1878,11,Zigzag Drive,Claire,Smith,61,Head,Single,Female,Planning and development surveyor,None,Christian
1879,12,Zigzag Drive,Donald,Robinson,69,Head,Widowed,Male,"Retired Designer, graphic",None,Christian
1880,13,Zigzag Drive,Roger,Stevens,68,Head,Married,Male,Retired Ophthalmologist,None,None
1881,13,Zigzag Drive,Christine,Stevens,71,Wife,Married,Female,Retired Holiday representative,None,None
1882,14,Zigzag Drive,Simon,Noble,51,Head,Single,Male,Animator,None,Catholic
1883,14,Zigzag Drive,Rachel,Hill,35,None,Divorced,Female,Unemployed,None,None
1884,14,Zigzag Drive,Gerard,Barnett,51,None,Single,Male,Merchant navy officer,None,Methodist
1885,15,Zigzag Drive,Ricky,Kelly,41,Head,Married,m,Commercial/residential surveyor,None,Catholic
1886,15,Zigzag Drive,Holly,Kelly,38,Wife,Married,Female,Social worker,None,Catholic
1887,16,Zigzag Drive,Brian,Atkins,28,Head,Single,Male,Chartered public finance accountant,None,None
1888,16,Zigzag Drive,Jade,Roberts,48,None,Single,Female,IT consultant,None,Methodist
1889,17,Zigzag Drive,Brandon,Potter,28,Head,Single,Male,Radiation protection practitioner,None,Catholic
1890,18,Zigzag Drive,Anne,Webster,66,Head,Widowed,Female,Ambulance person,None,None
1891,19,Zigzag Drive,Melanie,Mills,32,Head,Married,Female,Environmental consultant,None,Christian
1892,19,Zigzag Drive,Mark,Mills,34,Husband,Married,Male,Tourism officer,None,Christian
1893,19,Zigzag Drive,Brandon,Mills,4,Son,NA,Male,Child,None,NA
1894,20,Zigzag Drive,Callum,Owen,57,Head,Single,Male,Structural engineer,None,None
1895,20,Zigzag Drive,Kathryn,Payne,54,Partner,Single,Female,Arts development officer,None,None
1896,21,Zigzag Drive,Helen,Fletcher,48,Head,Divorced,Female,"Surveyor, commercial/residential",None,Christian
1897,22,Zigzag Drive,Francesca,Fitzgerald,43,Head,Married,Female,Dentist,None,Christian
1898,22,Zigzag Drive,Abdul,Fitzgerald,52,Husband,Married,Male,"Surveyor, land/geomatics",None,Christian
1899,22,Zigzag Drive,Paul,Fitzgerald,17,Son,NA,Male,Student,None,NA
1900,23,Zigzag Drive,Kerry,Mason,60,Head,Divorced,Female,Environmental education officer,None,Catholic
1901,23,Zigzag Drive,Danielle,Mason,24,Daughter,Single,Female,Early years teacher,None,Catholic
1902,24,Zigzag Drive,Guy,Ahmed,38,Head,Single,Male,Mechanical engineer,None,Catholic
1903,24,Zigzag Drive,Stephanie,Robertson,29,None,Single,Female,Phytotherapist,None,None
1904,25,Zigzag Drive,Paula,Anderson,41,Head,Widowed,Female,"Scientist, research (medical)",None,None
1905,26,Zigzag Drive,Jill,Palmer,34,Head,Married,Female,Unemployed,None,Muslim
1906,26,Zigzag Drive,Joel,Palmer,37,Husband,Married,Male,Land,None,Muslim
1907,26,Zigzag Drive,Stanley,Palmer,6,Son,NA,Male,Student,None,NA
1908,27,Zigzag Drive,Neil,Harrison,33,Head,Single,Male,Licensed conveyancer,None,Catholic
1909,27,Zigzag Drive,Carly,Hill,31,Partner,Single,Female,Hospital doctor,None,None
1910,28,Zigzag Drive,Frances,Marshall,55,Head,Single,Female,Physiotherapist,None,None
1911,29,Zigzag Drive,Luke,Shah,52,Head,Married,Male,"Librarian, public",None,None
1912,29,Zigzag Drive,Sheila,Shah,47,Wife,Married,Female,"Secretary, company",None,None
1913,30,Zigzag Drive,Clive,Elliott,69,Head,Widowed,Male,Retired Theme park manager,None,Christian
1914,31,Zigzag Drive,Alex,Marshall,43,Head,Divorced,Male,Retail buyer,None,None
1915,32,Zigzag Drive,Lindsey,Nash,63,Head,Single,Female,Contracting civil engineer,None,Christian
1916,33,Zigzag Drive,Nicola,Doyle,58,Head,Single,Female,Chief Strategy Officer,None,None
1917,34,Zigzag Drive,Jonathan,Barber,43,Head,Single,Male,Radio producer,None,Christian
1918,35,Zigzag Drive,Robin,Walker,21,Head,Single,Male,University Student,None,Christian
1919,35,Zigzag Drive,Michael,Mills,18,None,Single,Male,University Student,None,Methodist
1920,35,Zigzag Drive,Darren,Lawrence,20,None,Single,Male,University Student,None,Catholic
1921,36,Zigzag Drive,Samantha,Mistry,30,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,None
1922,36,Zigzag Drive,Anthony,Mistry,4,Son,NA,Male,Child,None,NA
1923,37,Zigzag Drive,Kieran,Davis,63,Head,Divorced,Male,"Runner, broadcasting/film/video",None,Christian
1924,38,Zigzag Drive,Stephanie,Barnes,39,Head,Single,Female,Interpreter,None,None
1925,39,Zigzag Drive,Maureen,Banks,60,Head,Single,Female,"Administrator, education",Deaf,Christian
1926,39,Zigzag Drive,Ben,Stewart,59,None,Single,m,"Engineer, manufacturing",None,None
1927,39,Zigzag Drive,Samuel,Marshall,36,None,Single,Male,"Nurse, mental health",None,None
1928,40,Zigzag Drive,Nicholas,Thomas,80,Head,Divorced,Male,"Retired Engineer, water",None,Christian
1929,41,Zigzag Drive,Kieran,Hall,21,Head,Married,Male,Chief of Staff,None,Catholic
1930,41,Zigzag Drive,Jemma,Riley,19,Wife,Married,Female,"Designer, industrial/product",None,None
1931,42,Zigzag Drive,Eileen,Davis,55,Head,Divorced,Female,Unemployed,None,Christian
1932,42,Zigzag Drive,Antony,Davis,35,Son,Single,Male,Sales executive,None,None
1933,43,Zigzag Drive,Janet,Begum,37,Head,Single,Female,Gaffer,None,Christian
1934,43,Zigzag Drive,Carl,Clarke,30,None,Single,Male,Youth worker,None,Catholic
1935,43,Zigzag Drive,Adrian,Elliott,47,None,Single,Male,Solicitor,None,None
1936,44,Zigzag Drive,Caroline,Little,29,Head,Divorced,Female,Animal technologist,None,Christian
1937,44,Zigzag Drive,Donna,Little,3,Adopted Daughter,NA,Female,Child,None,NA
1938,45,Zigzag Drive,Mathew,Fox,61,Head,Single,Male,Merchant navy officer,None,Methodist
1939,46,Zigzag Drive,Linda,Mills,78,Head,Single,Female,"Retired Pharmacist, community",None,Methodist
1940,47,Zigzag Drive,Amy,Bennett,52,Head,Married,Female,"Engineer, water",None,Christian
1941,47,Zigzag Drive,Allan,Bennett-Kelly,56,Husband,Married,Male,Aid worker,None,Christian
1942,47,Zigzag Drive,Sharon,Bennett-Kelly,29,Daughter,Single,Female,Industrial/product designer,None,Christian
1943,48,Zigzag Drive,Caroline,Doyle,66,Head,Divorced,Female,Forest/woodland manager,Deaf,None
1944,49,Zigzag Drive,Joel,Waters,52,Head,Single,M,Airline pilot,None,Catholic
1945,50,Zigzag Drive,Nicola,Jones,38,Head,Married,Female,Astronomer,None,None
1946,50,Zigzag Drive,Samuel,Evans,40,Husband,Married,Male,Sports administrator,None,None
1947,50,Zigzag Drive,Justin,Jones,16,Son,NA,Male,Student,None,NA
1948,51,Zigzag Drive,Marian,Graham,33,Head,Divorced,Female,Clinical psychologist,None,Methodist
1949,51,Zigzag Drive,Emma,King,0,Daughter,NA,NA,Child,None,NA
1950,52,Zigzag Drive,John,Cartwright,40,Head,Single,M,Unemployed,None,Methodist
1951,53,Zigzag Drive,Daniel,Arnold,54,Head,Married,Male,Risk manager,None,Catholic
1952,53,Zigzag Drive,Ruth,Arnold,51,Wife,Married,Female,"Producer, radio",None,Catholic
1953,54,Zigzag Drive,Paul,Davies,65,Head,Divorced,Male,Unemployed,None,Christian
1954,55,Zigzag Drive,Jeffrey,Hutchinson,31,Head,Single,Male,Podiatrist,None,None
1955,56,Zigzag Drive,Olivia,Dean,22,Head,Divorced,Female,Unemployed,None,Christian
1956,56,Zigzag Drive,Frances,Dean,5,Daughter,NA,Female,Student,None,NA
1957,56,Zigzag Drive,Kim,Dean,1,Daughter,NA,Female,Child,None,NA
1958,57,Zigzag Drive,NA,Daly,19,Head,Single,Female,University Student,None,None
1959,57,Zigzag Drive,Lynn,Garner,61,None,Single,Female,"Therapist, sports",None,None
1960,58,Zigzag Drive,Stewart,Brown,96,Head,Widowed,Male,"Retired Copywriter, advertising",None,Catholic
1961,59,Zigzag Drive,Emily,Potter,69,Head,Widowed,Female,Retired Civil Service fast streamer,None,Christian
1962,60,Zigzag Drive,Terence,Miller,59,Head,Single,Male,Horticultural consultant,None,None
1963,60,Zigzag Drive,Douglas,Webb,51,None,Single,Male,"Doctor, hospital",None,Christian
1964,61,Zigzag Drive,Owen,Harvey,55,Head,Married,Male,Chartered certified accountant,None,Christian
1965,61,Zigzag Drive,Donna,Brown,48,Wife,Married,Female,"Therapist, drama",None,Christian
1966,62,Zigzag Drive,Carolyn,Richardson,42,Head,Single,Female,"Accountant, chartered certified",None,None
1967,62,Zigzag Drive,Sean,Pratt,45,Partner,Single,Male,Textile designer,None,None
1968,62,Zigzag Drive,Ashley,Richardson,15,Son,NA,Male,Student,None,NA
1969,63,Zigzag Drive,Alison,Moore,102,Head,Widowed,Female,Retired Rural practice surveyor,None,Christian
1970,64,Zigzag Drive,Lydia,Williams,23,Head,Single,Female,Phytotherapist,NA,Christian
1971,65,Zigzag Drive,Hayley,Lyons,38,Head,Divorced,Female,Barrister,None,Catholic
1972,65,Zigzag Drive,Conor,Lyons,12,Son,NA,Male,Student,None,NA
1973,65,Zigzag Drive,Megan,Lyons,12,Daughter,NA,Female,Student,None,NA
1974,66,Zigzag Drive,Kathleen,Hughes,74,Head,Married,Female,Retired Clinical research associate,None,Christian
1975,66,Zigzag Drive,Roger,Hughes,71,Husband,Married,Male,Retired Plant breeder/geneticist,None,Christian
1976,67,Zigzag Drive,Caroline,Young,69,Head,Single,Female,Retired Psychotherapist,None,Methodist
1977,68,Zigzag Drive,Gail,Howard,39,Head,Divorced,Female,"Engineer, maintenance",None,Catholic
1978,68,Zigzag Drive,Conor,Howard,4,Son,NA,Male,Child,None,NA
1979,68,Zigzag Drive,Richard,Howard,1,Son,NA,Male,Child,None,NA
1980,69,Zigzag Drive,Charlene,Spencer,31,Head,Single,Female,Artist,None,None
1981,70,Zigzag Drive,Jason,Hawkins,54,Head,Single,Male,Environmental education officer,None,None
1982,71,Zigzag Drive,Alex,Morris,31,Head,Single,Male,Unemployed,None,Methodist
1983,71,Zigzag Drive,Lawrence,Morris,6,Son,NA,Male,Student,None,NA
1984,72,Zigzag Drive,Dawn,Morton,79,Head,Married,Female,Retired Technical author,None,Christian
1985,72,Zigzag Drive,Terry,Morton,82,Husband,Married,Male,Retired Heritage manager,None,Christian
1986,73,Zigzag Drive,Paul,Smith,72,Head,Divorced,Male,Retired Psychotherapist,None,None
1987,74,Zigzag Drive,Valerie,Smith,51,Head,Single,Female,"Sound technician, broadcasting/film/video",None,Catholic
1988,74,Zigzag Drive,Arthur,Wright,54,Partner,Single,Male,Multimedia specialist,None,None
1989,74,Zigzag Drive,Dawn,Smith,23,Daughter,Divorced,Female,Unemployed,None,None
1990,74,Zigzag Drive,Katy,Smith,14,Daughter,NA,Female,Student,None,NA
1991,75,Zigzag Drive,Anne,Macdonald,61,Head,Single,Female,Investment analyst,None,Christian
1992,76,Zigzag Drive,William,Stevens,82,Head,Single,Male,Retired Nutritional therapist,None,Christian
1993,77,Zigzag Drive,Bradley,Faulkner,71,Head,Married,Male,"Retired Administrator, charities/voluntary organisations",None,None
1994,77,Zigzag Drive,Abbie,Faulkner,65,Wife,Married,Female,NA,None,None
1995,78,Zigzag Drive,Jack,Davidson,75,Head,Single,Male,"Retired Engineer, agricultural",None,Christian
1996,79,Zigzag Drive,Rhys,Roberts,30,Head,Single,Male,"Programmer, multimedia",None,Methodist
1997,80,Zigzag Drive,Lynn,Robertson,83,Head,Widowed,Female,Retired Surgeon,None,Christian
1998,81,Zigzag Drive,David,Phillips,37,Head,Single,Male,Unemployed,None,Christian
1999,81,Zigzag Drive,Amy,Phillips,3,Daughter,NA,Female,Child,None,NA
2000,81,Zigzag Drive,Frederick,Phillips,1,Son,NA,Male,Child,None,NA
2001,82,Zigzag Drive,June,Pickering,73,Head,Widowed,Female,Unemployed,None,Catholic
2002,83,Zigzag Drive,Michelle,Duffy,29,Head,Married,Female,General practice doctor,None,Catholic
2003,83,Zigzag Drive,Martyn,Duffy,31,Husband,Married,Male,Commercial art gallery manager,None,Catholic
2004,84,Zigzag Drive,Martyn,Gibson,18,Head,Single,Male,Student,None,NA
2005,85,Zigzag Drive,Jamie,Brown,49,Head,Married,Male,Technical brewer,None,Methodist
2006,85,Zigzag Drive,June,Brown,44,Wife,Married,Female,Press sub,None,None
2007,86,Zigzag Drive,Damian,Blake,57,Head,Single,Male,Occupational therapist,None,Christian
2008,86,Zigzag Drive,Bethan,James,55,Partner,Single,Female,Unemployed,None,None
2009,87,Zigzag Drive,Lindsey,Mason,73,Head,Divorced,Female,"Retired Scientist, product/process development",None,Christian
2010,88,Zigzag Drive,Jason,Adams,40,Head,Divorced,Male,Unemployed,None,Christian
2011,88,Zigzag Drive,Kate,Adams,6,Daughter,NA,Female,Student,None,NA
2012,89,Zigzag Drive,Melanie,Page,73,Head,Widowed,Female,"Retired Psychologist, educational",None,None
2013,90,Zigzag Drive,Gregory,Gray,65,Head,Married,Male,Make,None,Muslim
2014,90,Zigzag Drive,Clare,Gray,62,Wife,Married,Female,Land/geomatics surveyor,None,Muslim
2015,91,Zigzag Drive,Christine,Allen,61,Head,Divorced,Female,"Sound technician, broadcasting/film/video",None,None
2016,91,Zigzag Drive,Julia,Allen,27,Daughter,Single,Female,Operations geologist,None,None
2017,91,Zigzag Drive,Kathleen,Allen,24,Daughter,NA,Female,Architectural technologist,None,None
2018,92,Zigzag Drive,Amy,Roberts,83,Head,Married,Female,Retired Management consultant,None,Christian
2019,92,Zigzag Drive,Billy,Roberts,85,Husband,Married,Male,Retired Medical technical officer,None,Christian
2020,93,Zigzag Drive,Yvonne,Read,35,Head,Single,Female,NA,None,Catholic
2021,94,Zigzag Drive,Chloe,Fox,78,Head,Widowed,Female,Retired Radio producer,None,Catholic
2022,95,Zigzag Drive,Angela,Brown,30,Head,Single,Female,Product designer,None,Methodist
2023,96,Zigzag Drive,Marcus,Cook,49,Head,Single,Male,"Designer, ceramics/pottery",None,Methodist
2024,96,Zigzag Drive,Adrian,Whitehouse,40,None,Single,Male,"Engineer, mining",None,None
2025,96,Zigzag Drive,Tina,Bond,27,None,Single,Female,Dispensing optician,None,None
2026,96,Zigzag Drive,Alex,Cole,36,None,Single,Male,Production manager,None,None
2027,97,Zigzag Drive,Julia,Cox,44,Head,Single,Female,Technical author,None,None
2028,97,Zigzag Drive,Donald,Carter,46,Partner,Single,Male,Sports therapist,None,None
2029,97,Zigzag Drive,Alexandra,Cox,16,Daughter,NA,Female,Student,None,NA
2030,97,Zigzag Drive,Wayne,Cox,12,Son,NA,Male,Student,None,NA
2031,98,Zigzag Drive,Chelsea,Harris,44,Head,Married,Female,"Teacher, special educational needs",None,Jewish
2032,98,Zigzag Drive,Nicholas,Harris,46,Husband,Married,Male,Insurance account manager,None,Jewish
2033,99,Zigzag Drive,Jill,Stephenson,68,Head,Married,female,Retired Holiday representative,None,None
2034,99,Zigzag Drive,Harry,Stephenson,77,Husband,Married,Male,Retired Heritage manager,None,None
2035,100,Zigzag Drive,Harry,Davies,52.96291334,Head,Single,Male,Unemployed,None,None
2036,100,Zigzag Drive,Molly,Davies,9,Daughter,NA,Female,Student,None,NA
2037,101,Zigzag Drive,Joe,Jones,89,Head,Widowed,Male,Retired Drilling engineer,None,None
2038,102,Zigzag Drive,Ellie,Armstrong,63,Head,Single,Female,"Therapist, drama",None,None
2039,103,Zigzag Drive,Stewart,Edwards,25,Head,Single,Male,"Designer, jewellery",None,Sikh
2040,104,Zigzag Drive,Melanie,Knight,24,Head,Divorced,Female,Unemployed,None,None
2041,105,Zigzag Drive,Abbie,Birch,37,Head,Single,Female,Television/film/video producer,None,Christian
2042,106,Zigzag Drive,Natasha,Edwards,27,Head,Single,Female,Print production planner,None,None
2043,107,Zigzag Drive,Tina,Williams,22,Head,Single,Female,University Student,NA,None
2044,108,Zigzag Drive,Roger,Allan,41,Head,Married,Male,Psychiatrist,None,Christian
2045,108,Zigzag Drive,Anna,Allan,38,Wife,Married,Female,Advertising copywriter,None,None
2046,109,Zigzag Drive,Anne,Moore,52,Head,Single,Female,IT trainer,None,None
2047,110,Zigzag Drive,Liam,Stevenson,59,Head,Single,Male,Medical secretary,None,None
2048,111,Zigzag Drive,Cameron,Bryan,52,Head,Single,Male,Fast food restaurant manager,None,Muslim
2049,112,Zigzag Drive,Gregory,Craig,30,Head,Single,Male,Field trials officer,None,Muslim
2050,113,Zigzag Drive,Sophie,White,103,Head,Widowed,Female,Unemployed,None,None
2051,114,Zigzag Drive,Donna,Conway,70,Head,Single,Female,Retired Clinical embryologist,None,Methodist
2052,115,Zigzag Drive,Ben,Griffin,62,Head,Single,Male,Investment analyst,None,Christian
2053,116,Zigzag Drive,Kieran,Stephenson,66,Head,Widowed,Male,"Nurse, mental health",None,Christian
2054,117,Zigzag Drive,Kathleen,Farrell,29,Head,Divorced,Female,Unemployed,None,Christian
2055,117,Zigzag Drive,Charlotte,Farrell,1,Daughter,NA,Female,Child,None,NA
2056,117,Zigzag Drive,Neil,Farrell,0,Son,NA,Male,Child,None,NA
2057,118,Zigzag Drive,Rebecca,Wright,59,Head,Divorced,Female,"Engineer, aeronautical",None,Catholic
2058,118,Zigzag Drive,Deborah,Wright,23,Daughter,Widowed,Female,Dealer,None,None
2059,119,Zigzag Drive,Stuart,Barnes,28,Head,Single,Male,Unemployed,None,Christian
2060,119,Zigzag Drive,Steven,Gilbert,30,None,Single,Male,Unemployed,None,Catholic
2061,119,Zigzag Drive,Oliver,Smith,42,None,Single,Male,"Engineer, site",None,None
2062,120,Zigzag Drive,Carly,Jackson,88,Head,Widowed,Female,Retired Financial controller,NA,None
2063,121,Zigzag Drive,Julia,Hudson,40,Head,Married,Female,Retail buyer,None,None
2064,121,Zigzag Drive,Liam,Hudson,41,Husband,Married,Male,Medical secretary,None,None
2065,122,Zigzag Drive,Kathryn,Parkes,39,Head,Married,Female,Unemployed,None,Christian
2066,122,Zigzag Drive,Harry,Parkes,42,Husband,Married,Male,Paediatric nurse,None,Christian
2067,122,Zigzag Drive,Patricia,Parkes,0,Daughter,NA,Female,Child,None,NA
2068,NA,Zigzag Drive,Mohamed,Allen,46,Head,Single,Male,"Surveyor, mining",None,None
2069,124,Zigzag Drive,Tina,Fisher,21,Head,Single,Female,University Student,None,None
2070,125,Zigzag Drive,Martin,Ahmed,72,Head,Widowed,Male,"Retired Designer, jewellery",None,Christian
2071,126,Zigzag Drive,Declan,Parry,75,Head,Widowed,Male,Retired Chiropodist,None,None
2072,127,Zigzag Drive,Jacob,Wyatt,52,Head,Married,Male,International aid/development worker,None,Christian
2073,127,Zigzag Drive,Katie,Wyatt,50,Wife,Married,Female,Volunteer coordinator,None,Christian
2074,128,Zigzag Drive,Beverley,Storey,79,Head,Widowed,Female,"Retired Development worker, international aid",None,Christian
2075,129,Zigzag Drive,Antony,O'Neill,89,Head,Widowed,Male,Retired Government social research officer,None,None
2076,130,Zigzag Drive,Danielle,Duffy,67,Head,Widowed,Female,Higher education careers adviser,None,Christian
2077,131,Zigzag Drive,Linda,Smith,76,Head,Single,f,Retired Barrister,None,Methodist
2078,132,Zigzag Drive,Kerry,Brown,22,Head,Married,Female,University Student,None,Pagan
